report_number,date_received,event_type,brand,generic,model,problem,narrative
3004193489-2011-00132,20111230,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Adverse Event Without Identified Device or Use Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 63 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER ADMINISTERED 0.8 UNITS OF INSULIN BASED ON THAT RESULT. SUBSEQUENTLY, THE CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRED EMERGENT FOOD INTERVENTION TO HELP RAISE HER BLOOD GLUCOSE LEVEL. TESTING WITH NOVA METER AND TEST STRIPS REVEALED THAT THE DEVICE GAVE LOW VALUES SHOWING OUR DEVICE PERFORMED AS INTENDED. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THIS IS BEING REPORTED AS AN ADVERSE EVENT UNDER THE FDA MEDWATCH REGULATIONS. THE METER AND TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00129,20111230,Other,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Low Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. THE CONSUMER REPORTED THAT HE RECEIVED A RESULT OF 51 MG/DL AND FELT INCOHERENT. THE CONSUMER ADMINISTERED THAT HE COULD NOT RECALL THE TIME LINE DIFFERENCE WHEN HIS SPOUSE TESTED THE CONSUMER USING A COMPETITORS BRAND METER GETTING A RESULT OF 27 MG/DL. WHEN THE EMTS ARRIVED THEY TESTED THE CONSUMER GETTING A RESULT OF 34 MG/DL ON THEIR UNKNOWN METER. THE CONSUMER ALLEGES HAVING CONTROL TESTED HIS TEST STRIPS WHEN THEY WERE OPENED AND AT THE TEST STRIPS CONTROL SOLUTION FELL INTO RANGE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THIS BEING REPORTED AS AN ADVERSE EVENT UNDER THE FDA MEDWATCH REGULATIONS. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION."
3004193489-2011-00133,20111230,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; High Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 248 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER ADMINISTERED AN UNKNOWN AMOUNT OF INSULIN BASED ON THAT RESULT AND SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. THE EMTS TESTED THE CONSUMER GETTING A RESULT OF 27 MG/DL ON THEIR UNKNOWN BRAND OF METER. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER DID NOT HAVE ANY CONTROL SOLUTION FOR TESTING HER TEST STRIPS BEFORE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION."
3004193489-2011-00130,20111230,Other,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Adverse Event Without Identified Device or Use Problem,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPERGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS STATED BY THE CONSUMER THAT SHE DID CONTROL SOLUTION TEST HER TEST STRIPS FOR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE AND THE TEST STRIPS WAS DETERMINED TO BE IN RANGE. THE TEST STRIPS AND METER WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00131,20111230,Malfunction,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 119 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY TESTED AGAIN USING THE SAME METER AND TEST STRIPS GETTING A RESULT OF 191 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE TEST STRIPS WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2011-00127,20111230,Malfunction,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 253 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED AN ADD'L TEST USING THE SAME METER AND STRIPS GETTING THE FOLLOWING RESULT OF 82 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, THE CONSUMER STATED HAVING CONTROL TESTED HER TEST STRIPS WHEN THEY WERE OPENED AND THE TEST STRIPS CONTROL SOLUTION FELL INTO RANGE. ANOTHER CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00128,20111230,Malfunction,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 228 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY TESTED AGAIN USING THE SAME METER AND TEST STRIPS GETTING A RESULT OF 86 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00119,20111216,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF LO (LESS THAN 20 MG/DL) ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED ANOTHER TEST USING ANOTHER NOVA MAX METER AND THE SAME TEST STRIPS GETTING A RESULT OF 179 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. METER AND TEST STRIPS WILL NOT BE RETURNED FOR EVAL."
3004193489-2011-00118,20111216,Malfunction,BD LOGIC BLOOD GLUCOSE MONITOR,GLUCOSE MONITOR,NA,No Display/Image,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER IS MISSING THE THIRD DIGIT IN THE LCD SCREEN. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2011-00120,20111216,Malfunction,BD LOGIC BLOOD GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Display or Visual Feedback Problem; Measurement System Incompatibility,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER SWITCHED UNITS OF MEASURE FROM MG/DL TO MMOL/L. THE METER IN QUESTION WILL BE RETURNED FOR EVAL."
3004193489-2011-00126,20111216,Malfunction,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 140 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED THREE ADD'L TESTS USING THE SAME METER AND STRIPS GETTING THE FOLLOWING RESULTS OF 96 MG/DL, 81 MG/DL AND 85 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVAL."
3004193489-2011-00124,20111216,Malfunction,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 59 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY PERFORMED ANOTHER TEST USING THE SAME METER AND STRIPS GETTING THE FOLLOWING RESULT OF 122 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL NOT BE RETURNED, AS THE CONSUMER USED UP THE TEST STRIPS."
3004193489-2011-00122,20111216,Malfunction,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 331 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY TESTED AGAIN USING THE SAME METER AND TEST STRIPS GETTING A RESULT OF 203 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE TEST STRIPS WILL NOT BE RETURNED FOR EVAL AS THEY WERE USED UP BY THE CONSUMER."
3004193489-2011-00121,20111216,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Inadequate Storage; Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 315 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER ADMINISTERED 55 UNITS OF INSULIN BASED ON THAT RESULT. FIVE HOURS LATER, THE CONSUMER WOKE UP FEELING ILL AND THEN THREE HOURS LATER WENT TO THE HOSPITAL FOR ADDITIONAL TESTING. WHILE IN THE EMERGENCY ROOM, HIS BLOOD GLUCOSE READING ON THE HOSPITAL'S UNKNOWN BRAND METER WAS 102 MG/DL. NO MEDICAL INTERVENTION WAS REQUIRED. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. IT WAS ALSO REVEALED THAT THE CONSUMER TRANSFERS TEST STRIPS FROM ONE VIAL TO ANOTHER, WHICH MAY CONTRIBUTE TO THE LOSS OF INTEGRITY OF THE TEST STRIPS. THE METER AND UNKNOWN TEST STRIPS WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00125,20111216,Other,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING MEDICAL INTERVENTION. WHEN THE EMTS ARRIVED THEY TESTED THE CONSUMER USING THE NOVA MAX METER GETTING A RESULT OF 133 MG/DL AND WHEN THEY USED THEIR OWN UNKNOWN METER THEY RECEIVED A RESULT OF 30 MG/DL. THE DIFFERENCE IN THE READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER HAS NEVER PERFORMED A CONTROL SOLUTION TEST ON TEST STRIPS TO CHECK THEIR INTEGRITY BEFORE USE AS INSTRUCTED IN OUR DIRECTIONS FOR USE. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF THE CALL. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00123,20111216,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Shelf Life Exceeded; Improper or Incorrect Procedure or Method,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED HIGH READINGS ON THEIR NOVA MAX METER. NOT BELIEVING THESE RESULTS, THE CONSUMER TESTED ON ANOTHER BRAND'S METER GETTING A CONSIDERABLY LOWER READING. THE CONSUMER STATED THEY TRUSTED THIS RESULT YET ADMINISTERED INSULIN AND EXPERIENCED A HYPOGLYCEMIC EVEN REQUIRING MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER USED EXPIRED TEST STRIPS, WHICH MAY CONTRIBUTE TO THE LOSS OF INTEGRITY OF THE TEST STRIPS. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00117,20111123,Other,NOVA MAX PLUS GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Low Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER EXPERIENCED A HYPOGLYCEMIC EVENT REQUIRING EMERGENT FOOD INTAKE TO RAISE THE CONSUMER BLOOD GLUCOSE LEVEL. TESTING WITH NOVA METER AND TEST STRIPS REVEALED THAT THE DEVICE GAVE LOW VALUES SHOWING OUR DEVICE PERFORMED AS INTENDED. THIS IS BEING REPORTED AS AN ADVERSE EVENT UNDER THE FDA MEDWATCH REGULATIONS. THE TEST STRIPS IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2011-00116,20111123,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,No Display/Image,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER IS MISSING THE THIRD DIGIT IN THE LCD SCREEN. THE METER IN QUESTION WILL BE RETURNED FOR EVAL."
3004193489-2011-00113,20111111,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Shelf Life Exceeded; Improper or Incorrect Procedure or Method; High Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER CONTINUED TO ADMINISTER INSULIN BASED ON MULTIPLE HIGH READINGS ON THEIR BLOOD GLUCOSE METER. THE CONSUMER SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, REQUIRING EMERGENT FOOD INTERVENTION TO RAISE HIS BLOOD GLUCOSE LEVEL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DOES NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. IT WAS ALSO REVEALED THAT THE CONSUMER WAS USING EXPIRED TEST STRIP. WHICH MAY CONTRIBUTE TO THE LOSS OF INTEGRITY OF THE TEST STRIPS. THE CONSUMER WAS EDUCATED ON THESE DIRECTIONS FOR USE AT THE TIME OF CALL. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION."
3004193489-2011-00114,20111111,Malfunction,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Improper or Incorrect Procedure or Method; Incorrect Or Inadequate Test Results,"NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED. | IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CUSTOMER RECEIVED A RESULT OF 545 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CUSTOMER IMMEDIATELY PERFORMED TWO ADDITIONAL TESTS USING THE SAME METER AND STRIPS GETTING THE FOLLOWING RESULTS OF 352 MG/DL AND 181 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CUSTOMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USING THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CUSTOMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVAL."
3004193489-2011-00115,20111111,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Poor Quality Image,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CUSTOMER'S BLOOD GLUCOSE METER IS MISSING THE THIRD DIGIT IN THE LCD SCREEN. THE METER IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
2321268,20111031,Malfunction,NOVA STATSTRIP GLUCOSE METER,GLUCOSE METER,*,Use of Incorrect Control/Treatment Settings; Loss of Data,"A GLUCOSE METER USED IN LABOR/DELIVERY (L&D) APPEARS TO HAVE LOST ITS SETTINGS FOR QUALITY CONTROL (QC) LOCKOUT, ALLOWING THE L&D STAFFS DO POINT OF CARE TESTING ON PATIENTS WITHOUT PERFORMING A QUALITY CHECK. ALL METERS SHOULD HAVE AN AUTOMATIC LOCK OUT FEATURE THAT PREVENTS TESTING UNTIL A QC HAS BEEN PERFORMED. THE LAB SUPERVISOR THAT DISCOVERED THE ISSUE PERFORMED AN INITIAL INVESTIGATION AND UNCOVERED THAT THE QC TESTING HAD NOT BEEN COMPLETED PRIOR TO USE ON SIX PATIENTS OVER A THREE WEEK PERIOD. THE METER WAS REMOVED FROM SERVICE AND THE MANUFACTURER NOTIFIED. ALL INVOLVED PATIENTS HAD BLOOD DRAWN FOR TESTING, AND FORTUNATELY THEY ALL FELL WITHIN THE ACCEPTABLE 20% VARIANCE RANGE."
3004193489-2011-00111,20111031,Other,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,High Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED RESULTS OF 377 MG/DL AND 314 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER ADMINISTERED AN UNKNOWN AMOUNT OF INSULIN BASED ON THOSE RESULTS AND SUBSEQUENTLY EXPERIENCED A HYPOGLYCEMIC EVENT, WHICH REQUIRED MEDICAL INTERVENTION. DURING THE CALL TO CUSTOMER SUPPORT, THE CONSUMER STATED HAVING CONTROL TESTED HIS TEST STRIPS WHEN THEY WERE OPENED AND THE TEST STRIPS CONTROL SOLUTION FELL INTO RANGE. ANOTHER CONTROL SOLUTION TEST WAS PERFORMED WHILE A TROUBLESHOOTING SHOWING THE TEST STRIPS TO FALL IN RANGE. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVALUATION. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVALUATION. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A FOLLOW-UP REPORT WILL BE FILED."
3004193489-2011-00110,20111031,Malfunction,NOVAMAX LINK GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Poor Quality Image,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER'S BLOOD GLUCOSE METER IS MISSING THE THIRD DIGIT IN THE LCD SCREEN. THE METER IN QUESTION WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
3004193489-2011-00112,20111031,Malfunction,NOVA MAX GLUCOSE MONITOR,GLUCOSE MONITOR,NA,Incorrect Or Inadequate Test Results,"IT WAS REPORTED TO NOVA BIOMEDICAL THAT A CONSUMER RECEIVED A RESULT OF 69 MG/DL ON THEIR BLOOD GLUCOSE METER. THE CONSUMER IMMEDIATELY TESTED AGAIN USING THE SAME METER AND TEST STRIPS GETTING A RESULT OF 170 MG/DL. DURING THE CALL TO CUSTOMER SUPPORT, IT WAS REVEALED THAT THE CONSUMER DID NOT CONTROL SOLUTION TEST FOR INTEGRITY BEFORE USE THEIR INITIAL TEST STRIPS AS INSTRUCTED IN OUR DIRECTIONS FOR USE. A CONTROL SOLUTION TEST WAS PERFORMED WHILE TROUBLESHOOTING WITH CUSTOMER SUPPORT SHOWING THE TEST STRIPS TO FALL IN RANGE. THE DIFFERENCE IN THE CONSUMER'S READINGS WAS DETERMINED TO BE CLINICALLY SIGNIFICANT. THE METER AND TEST STRIPS WILL BE RETURNED FOR EVAL. | NOVA BIOMEDICAL AWAITS THE RETURN OF THE DEVICE FOR EVAL. SHOULD ANY SIGNIFICANT FINDINGS BE A RESULT OF THAT INVESTIGATION, A F/U REPORT WILL BE FILED."
